director_name,duration,movie_title,country,imdb_score
Kevin Hooks,105,Fled ,USA,5.3
Ellory Elkayem,99,Eight Legged Freaks ,USA,5.4
Edward Zwick,112,Love & Other Drugs ,USA,6.7
Jon Avnet,108,88 Minutes ,USA,5.9
Niki Caro,126,North Country ,USA,7.3
Howard Deutch,98,The Whole Ten Yards ,USA,5.5
Vincenzo Natali,104,Splice ,Canada,5.8
Willard Huyck,110,Howard the Duck ,USA,4.6
Gavin O'Connor,130,Pride and Glory ,USA,6.7
Bruce Hunt,93,The Cave ,USA,5.1
Rob Reiner,96,Alex & Emma ,USA,5.6
Paul McGuigan,114,Wicker Park ,USA,7.0
Craig Gillespie,106,Fright Night ,USA,6.4
Terrence Malick,150,The New World ,USA,6.7
Chris Roberts,100,Wing Commander ,USA,4.1
Neil Jordan,100,In Dreams ,USA,5.5
James Wong,100,Dragonball: Evolution ,USA,2.7
Jee-woon Kim,107,The Last Stand ,USA,6.4
Nick Hamm,102,Godsend ,USA,4.8
Andy Cadiff,101,Chasing Liberty ,USA,6.1
Mike Disa,86,Hoodwinked Too! Hood vs. Evil ,USA,4.8
Lasse Hallström,108,An Unfinished Life ,USA,7.0
Terry Gilliam,123,The Imaginarium of Doctor Parnassus ,UK,6.8
Richard J. Lewis,134,Barney's Version ,Canada,7.3
"",511,Trapped ,Iceland,8.2
Brad Furman,88,Runner Runner ,USA,5.6
Peter Howitt,109,Antitrust ,USA,6.1
Edward Zwick,122,Glory ,USA,7.9
Sergio Leone,251,Once Upon a Time in America ,Italy,8.4
Niels Arden Oplev,118,Dead Man Down ,USA,6.5
Michael Radford,131,The Merchant of Venice ,USA,7.1
Neil Jordan,109,The Good Thief ,France,6.6
Steve Boyum,80,Supercross ,USA,4.0
Chris Noonan,88,Miss Potter ,UK,7.0
Kaige Chen,103,The Promise ,China,5.6
Corey Yuen,87,DOA: Dead or Alive ,USA,4.8
Andrew Dominik,160,The Assassination of Jesse James by the Coward Robert Ford ,USA,7.5
Li Zhang,121,1911 ,China,6.0
Laurent Tirard,91,Little Nicholas ,France,7.2
Simon West,92,Wild Card ,USA,5.6
Marc Forster,129,Machine Gun Preacher ,USA,6.8
Reinhard Klooss,93,Animals United ,Germany,4.9
Bille August,118,The Color of Freedom ,Germany,7.1
Frédéric Auburtin,110,United Passions ,France,2.0
Olivier Dahan,103,Grace of Monaco ,Switzerland,5.7
Maksim Fadeev,85,A Warrior's Tail ,Russia,4.1
Liliana Cavani,110,Ripley's Game ,Italy,6.7
Greg Tiernan,89,Sausage Party ,USA,7.5
Elizabeth Banks,115,Pitch Perfect 2 ,USA,6.5
James Mangold,153,Walk the Line ,USA,7.9
"",42,12 Monkeys ,USA,7.6
Edward Norton,128,Keeping the Faith ,USA,6.4
Peter Hewitt,89,The Borrowers ,UK,5.8
Ron Howard,122,Frost/Nixon ,USA,7.7
George Clooney,113,Confessions of a Dangerous Mind ,USA,7.1
Reginald Hudlin,99,Serving Sara ,Germany,5.3
Ben Falcone,99,The Boss ,USA,5.3
Richard Attenborough,147,Cry Freedom ,UK,7.5
Lawrence Kasdan,112,Mumford ,USA,6.9
Don Mancini,88,Seed of Chucky ,Romania,4.9
John Maybury,94,The Jacket ,USA,7.1
Ron Clements,90,Aladdin ,USA,8.0
F. Gary Gray,167,Straight Outta Compton ,USA,7.9
Steven Spielberg,118,Indiana Jones and the Temple of Doom ,USA,7.6
Igor Kovalyov,83,The Rugrats Movie ,USA,5.9
Lee Tamahori,104,Along Came a Spider ,USA,6.3
Stephen Frears,110,Florence Foster Jenkins ,UK,7.1
Robert Rodriguez,102,Once Upon a Time in Mexico ,USA,6.4
John McTiernan,131,Die Hard ,USA,8.2
David Wain,101,Role Models ,Germany,6.9
Adam McKay,130,The Big Short ,USA,7.8
Ang Lee,120,Taking Woodstock ,USA,6.7
Gavin O'Connor,135,Miracle ,USA,7.5
Zack Snyder,110,Dawn of the Dead ,USA,7.4
Adam Shankman,103,The Wedding Planner ,Germany,5.2
Shinji Aramaki,115,Harlock: Space Pirate ,Japan,6.5
Wes Anderson,110,The Royal Tenenbaums ,USA,7.6
James Mangold,91,Identity ,USA,7.3
Jon Turteltaub,105,Last Vegas ,USA,6.6
John Glen,127,For Your Eyes Only ,UK,6.8
Peter Chelsom,82,Serendipity ,USA,6.9
Peter Hyams,99,Timecop ,Canada,5.8
Ben Stiller,90,Zoolander ,Germany,6.6
Lasse Hallström,115,Safe Haven ,USA,6.7
Kenny Ortega,96,Hocus Pocus ,USA,6.7
Scott Hicks,104,No Reservations ,USA,6.3
Matthew Vaughn,117,Kick-Ass ,UK,7.7
Ruben Fleischer,83,30 Minutes or Less ,Germany,6.1
Patrick Lussier,99,Dracula 2000 ,USA,4.9
Miguel Arteta,81,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",USA,6.2
Joe Wright,135,Pride & Prejudice ,France,7.8
Ridley Scott,117,Blade Runner ,USA,8.2
Michael Caton-Jones,139,Rob Roy ,USA,6.9
McG,123,3 Days to Kill ,USA,6.2
James Gray,117,We Own the Night ,USA,6.9
Janusz Kaminski,97,Lost Souls ,USA,4.8
Jacques Perrin,81,Winged Migration ,France,8.0
Donald Petrie,103,Just My Luck ,USA,5.3
Jay Roach,119,"Mystery, Alaska ",Canada,6.7
Brian Levant,94,The Spy Next Door ,USA,5.4
Michael Ritchie,89,A Simple Wish ,USA,5.4
John Carpenter,98,Ghosts of Mars ,USA,4.9
David Gordon Green,107,Our Brand Is Crisis ,USA,6.1
Burr Steers,108,Pride and Prejudice and Zombies ,USA,5.8
Martin Scorsese,134,Kundun ,USA,7.0
Robert B. Weide,110,How to Lose Friends & Alienate People ,UK,6.5
Jeff Wadlow,103,Kick-Ass 2 ,USA,6.6
Agustín Díaz Yanes,145,Captain Alatriste: The Spanish Musketeer ,Spain,6.1
Camille Delamarre,100,Brick Mansions ,France,5.7
John Glen,131,Octopussy ,UK,6.6
Judd Apatow,133,Knocked Up ,USA,7.0
Nick Cassavetes,109,My Sister's Keeper ,USA,7.4
Malcolm D. Lee,114,"Welcome Home, Roscoe Jenkins ",USA,5.3
David Lean,164,A Passage to India ,UK,7.4
Richard Eyre,92,Notes on a Scandal ,UK,7.4
Gavin Hood,122,Rendition ,USA,6.8
"",42,Limitless ,USA,7.9
Nicholas Meyer,110,Star Trek VI: The Undiscovered Country ,USA,7.2
Callie Khouri,116,Divine Secrets of the Ya-Ya Sisterhood ,USA,6.0
Jon Favreau,106,The Jungle Book ,UK,7.8
Gary Fleder,115,Kiss the Girls ,USA,6.6
John Landis,148,The Blues Brothers ,USA,7.9
Sanaa Hamri,119,The Sisterhood of the Traveling Pants 2 ,USA,6.2
Todd Graff,118,Joyful Noise ,USA,5.7
Chris Weitz,101,About a Boy ,UK,7.1
Steve Miner,82,Lake Placid ,USA,5.6
Paul McGuigan,110,Lucky Number Slevin ,Germany,7.8
Philip Kaufman,193,The Right Stuff ,USA,7.9
Roland Emmerich,130,Anonymous ,UK,6.9
Wolfgang Petersen,94,The NeverEnding Story ,West Germany,7.4
Alex Proyas,111,Dark City ,Australia,7.7
Saul Dibb,110,The Duchess ,UK,6.9
"",30,The Honeymooners ,USA,8.7
Walter Murch,109,Return to Oz ,UK,6.7
Richard Linklater,123,The Newton Boys ,USA,6.0
Christian Alvart,109,Case 39 ,USA,6.2
E. Elias Merhige,99,Suspect Zero ,USA,5.9
Menno Meyjes,106,Martian Child ,USA,6.8
Robert Rodriguez,89,Spy Kids: All the Time in the World in 4D ,USA,3.6
Jodie Foster,98,Money Monster ,USA,6.7
Ronny Yu,93,Formula 51 ,UK,6.3
Joel Schumacher,112,Flawless ,USA,6.4
Renny Harlin,101,Mindhunters ,USA,6.4
Barry Levinson,104,What Just Happened ,USA,5.7
Norman Jewison,120,The Statement ,Canada,6.2
Kenneth Branagh,135,The Magic Flute ,France,6.6
Steve Carr,91,Paul Blart: Mall Cop ,USA,5.2
Mark Waters,97,Freaky Friday ,USA,6.1
Judd Apatow,133,The 40-Year-Old Virgin ,USA,7.1
John Madden,123,Shakespeare in Love ,USA,7.2
Scott Frank,114,A Walk Among the Tombstones ,USA,6.5
Ivan Reitman,111,Kindergarten Cop ,USA,6.0
David Gordon Green,117,Pineapple Express ,USA,7.0
Andy Tennant,121,Ever After: A Cinderella Story ,USA,7.0
Kevin Costner,139,Open Range ,USA,7.5
Joel Schumacher,115,Flatliners ,USA,6.6
"",22,It's Always Sunny in Philadelphia ,USA,8.8
Richard Attenborough,175,A Bridge Too Far ,USA,7.4
Wes Craven,85,Red Eye ,USA,6.5
David R. Ellis,90,Final Destination 2 ,USA,6.2
Joel Coen,107,"O Brother, Where Art Thou? ",UK,7.8
Scott Stewart,100,Legion ,USA,5.2
Michael Bay,129,Pain & Gain ,USA,6.5
Paul Weitz,109,In Good Company ,USA,6.5
Jonathan Frakes,94,Clockstoppers ,USA,5.2
Lawrence Kasdan,133,Silverado ,USA,7.2
Jim Sheridan,105,Brothers ,USA,7.1
Kevin Allen,100,Agent Cody Banks 2: Destination London ,USA,4.5
Garry Marshall,113,New Year's Eve ,USA,5.7
Michael Cristofer,118,Original Sin ,France,6.0
James McTeigue,110,The Raven ,USA,6.4
Donald Petrie,110,Welcome to Mooseport ,USA,5.2
Andrew Morahan,99,Highlander: The Final Dimension ,Canada,4.3
Bob Rafelson,101,Blood and Wine ,USA,6.1
Michael Cohn,100,Snow White: A Tale of Terror ,USA,6.3
Woody Allen,103,The Curse of the Jade Scorpion ,USA,6.8
David O. Russell,100,Accidental Love ,USA,4.0
Alan Shapiro,95,Flipper ,USA,5.2
Tarsem Singh,117,Self/less ,USA,6.5
Fernando Meirelles,129,The Constant Gardener ,UK,7.5
Mel Gibson,120,The Passion of the Christ ,USA,7.1
Chris Columbus,125,Mrs. Doubtfire ,USA,6.9
Barry Levinson,133,Rain Man ,USA,8.0
Clint Eastwood,116,Gran Torino ,USA,8.2
Oliver Stone,129,W. ,USA,6.4
Pierre Morel,93,Taken ,France,7.9
Michael Hoffman,118,The Best of Me ,USA,6.7
Mick Jackson,129,The Bodyguard ,USA,6.1
Steven Spielberg,185,Schindler's List ,USA,8.9
Tate Taylor,146,The Help ,USA,8.1
Bill Condon,128,The Fifth Estate ,USA,6.2
Raja Gosnell,93,Scooby-Doo 2: Monsters Unleashed ,USA,4.9
Oleg Stepchenko,107,Viy ,Russia,5.4
Ronny Yu,97,Freddy vs. Jason ,USA,5.8
Michael Winterbottom,101,The Face of an Angel ,UK,4.7
John A. Davis,82,Jimmy Neutron: Boy Genius ,USA,6.0
Matt Reeves,85,Cloverfield ,USA,7.0
Michael Pressman,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,USA,6.0
Brian De Palma,119,The Untouchables ,USA,7.9
Ethan Coen,122,No Country for Old Men ,USA,8.1
Tim Story,99,Ride Along ,USA,6.2
Sharon Maguire,97,Bridget Jones's Diary ,UK,6.7
Lasse Hallström,121,Chocolat ,UK,7.3
Charles Herman-Wurmfeld,95,"Legally Blonde 2: Red, White & Blonde ",USA,4.6
Andy Fickman,105,Parental Guidance ,USA,6.1
Ivan Reitman,108,No Strings Attached ,USA,6.2
George P. Cosmatos,134,Tombstone ,USA,7.8
Andrzej Bartkowiak,115,Romeo Must Die ,USA,6.1
Richard Donner,107,The Omen ,UK,7.6
James Wong,86,Final Destination 3 ,Germany,5.8
Scott Hicks,101,The Lucky One ,USA,6.5
Gabor Csupo,96,Bridge to Terabithia ,USA,7.2
Marc Forster,101,Finding Neverland ,USA,7.8
Tyler Perry,100,A Madea Christmas ,USA,4.7
Joe Carnahan,117,The Grey ,USA,6.8
John Polson,101,Hide and Seek ,USA,5.9
Adam McKay,98,Anchorman: The Legend of Ron Burgundy ,USA,7.2
Martin Scorsese,146,Goodfellas ,USA,8.7
Harald Zwart,102,Agent Cody Banks ,USA,5.0
Kirk Jones,97,Nanny McPhee ,USA,6.6
Brian De Palma,142,Scarface ,USA,8.3
Steve Oedekerk,98,Nothing to Lose ,USA,6.7
Bernardo Bertolucci,219,The Last Emperor ,China,7.8
Baltasar Kormákur,109,Contraband ,USA,6.5
Brett Ratner,97,Money Talks ,USA,6.1
Paul Thomas Anderson,158,There Will Be Blood ,USA,8.1
Cathy Malkasian,85,The Wild Thornberrys Movie ,USA,5.2
John Eng,80,Rugrats Go Wild ,USA,5.6
Malcolm D. Lee,86,Undercover Brother ,USA,5.8
Ken Kwapis,119,The Sisterhood of the Traveling Pants ,USA,6.6
Chris Nahon,98,Kiss of the Dragon ,France,6.6
Fred Wolf,97,The House Bunny ,USA,5.5
Bille Woodruff,105,Beauty Shop ,USA,5.5
Craig Gillespie,124,Million Dollar Arm ,USA,7.0
Phillip Noyce,97,The Giver ,South Africa,6.5
Dennie Gordon,105,What a Girl Wants ,USA,5.8
Victor Salva,104,Jeepers Creepers II ,USA,5.6
Mark Helfrich,101,Good Luck Chuck ,USA,5.6
Andrzej Bartkowiak,101,Cradle 2 the Grave ,USA,5.8
Stephen Daldry,114,The Hours ,USA,7.6
Andy Fickman,105,She's the Man ,USA,6.4
Steve Bendelack,90,Mr. Bean's Holiday ,UK,6.3
Dwight H. Little,97,Anacondas: The Hunt for the Blood Orchid ,USA,4.6
Guillaume Canet,144,Blood Ties ,France,6.5
Kirsten Sheridan,114,August Rush ,USA,7.5
Shekhar Kapur,124,Elizabeth ,UK,7.5
Ronny Yu,89,Bride of Chucky ,Canada,5.3
Richard Fleischer,160,Tora! Tora! Tora! ,Japan,7.5
Bob Spiers,93,Spice World ,UK,3.3
David Gordon Green,87,The Sitter ,USA,5.7
Damien Dante Wayans,88,Dance Flick ,USA,3.5
Frank Darabont,142,The Shawshank Redemption ,USA,9.3
Simon Wincer,92,Crocodile Dundee in Los Angeles ,Australia,4.8
Bobby Farrelly,117,Kingpin ,USA,6.9
Rupert Wyatt,111,The Gambler ,USA,6.0
John Wells,121,August: Osage County ,USA,7.3
Tim Fywell,98,Ice Princess ,USA,6.0
Nigel Cole,107,A Lot Like Love ,USA,6.6
Dexter Fletcher,106,Eddie the Eagle ,UK,7.5
Spike Lee,136,He Got Game ,USA,6.9
Jeremy Leven,97,Don Juan DeMarco ,USA,6.8
"",7,Shaun the Sheep ,UK,8.3
Lasse Hallström,108,Dear John ,USA,6.3
Sylvain White,97,The Losers ,USA,6.4
Troy Nixey,99,Don't Be Afraid of the Dark ,USA,5.6
Philip G. Atwell,103,War ,USA,6.3
Paul Thomas Anderson,95,Punch-Drunk Love ,USA,7.3
Jeff Schaffer,93,EuroTrip ,USA,6.6
Don Michael Paul,98,Half Past Dead ,Germany,4.6
Paul Feig,90,Unaccompanied Minors ,USA,5.1
James Bridges,107,"Bright Lights, Big City ",USA,5.6
Steve Barron,90,The Adventures of Pinocchio ,UK,5.3
Bill Paxton,120,The Greatest Game Ever Played ,USA,7.5
Richard Kelly,115,The Box ,USA,5.6
Carter Smith,93,The Ruins ,USA,5.9
John Schlesinger,99,The Next Best Thing ,USA,4.7
Wes Craven,107,My Soul to Take ,USA,4.8
Luke Greenfield,110,The Girl Next Door ,USA,6.8
Ringo Lam,101,Maximum Risk ,USA,5.4
Bruce McCulloch,85,Stealing Harvard ,USA,5.1
Brian Helgeland,132,Legend ,UK,7.0
Akiva Schaffer,88,Hot Rod ,USA,6.7
David R. Ellis,90,Shark Night 3D ,USA,4.0
Alan Parker,145,Angela's Ashes ,USA,7.3
Ivan Reitman,110,Draft Day ,USA,6.8
Tobe Hooper,101,Lifeforce ,UK,6.1
"",30,The Powerpuff Girls ,USA,7.2
Robert Redford,122,The Conspirator ,USA,7.0
Catherine Hardwicke,107,Lords of Dogtown ,USA,7.1
Patricia Riggen,127,The 33 ,Chile,6.9
John Carpenter,99,Big Trouble in Little China ,USA,7.3
Pascal Chaumeil,104,A Perfect Plan ,France,6.3
Gavin O'Connor,140,Warrior ,USA,8.2
Neil Jordan,133,Michael Collins ,UK,7.1
Ron Maxwell,271,Gettysburg ,USA,7.7
Kimberly Peirce,112,Stop-Loss ,USA,6.5
Stephen Gaghan,99,Abandon ,USA,4.9
Jonathan Kaplan,100,Brokedown Palace ,USA,6.4
Ole Bornedal,92,The Possession ,USA,5.9
Richard Benjamin,105,Mrs. Winterbourne ,USA,6.2
Rod Lurie,110,Straw Dogs ,USA,5.8
Lasse Hallström,116,The Hoax ,USA,6.7
Craig R. Baxley,88,Stone Cold ,USA,5.9
John Hillcoat,111,The Road ,USA,7.3
John Guillermin,117,Sheena ,UK,4.8
Marcos Siega,95,Underclassman ,USA,4.1
J.B. Rogers,95,Say It Isn't So ,USA,4.9
Roger Donaldson,127,The World's Fastest Indian ,New Zealand,7.9
David R. Ellis,105,Snakes on a Plane ,Germany,5.6
Rachel Talalay,104,Tank Girl ,USA,5.2
Jeffrey W. Byrd,95,King's Ransom ,USA,4.1
Fernando Meirelles,121,Blindness ,Canada,6.6
Uwe Boll,92,BloodRayne ,USA,2.9
Roman Polanski,80,Carnage ,France,7.2
Atom Egoyan,107,Where the Truth Lies ,Canada,6.5
Andrew Adamson,91,Cirque du Soleil: Worlds Away ,USA,6.8
Robert Towne,117,Without Limits ,USA,7.2
Richard Linklater,107,Me and Orson Welles ,UK,6.8
Giuseppe Tornatore,131,The Best Offer ,Italy,7.8
Werner Herzog,122,Bad Lieutenant: Port of Call New Orleans ,USA,6.7
Ben Stassen,88,A Turtle's Tale: Sammy's Adventures ,France,6.1
Guillaume Canet,134,Little White Lies ,France,7.1
Taylor Hackford,117,Love Ranch ,USA,5.7
Jérôme Deschamps,80,The True Story of Puss'N Boots ,France,2.9
Inna Evlannikova,85,Space Dogs ,Russia,5.2
Ridley Scott,138,The Counselor ,USA,5.3
Jonathan English,121,Ironclad ,UK,6.2
Sergey Bondarchuk,134,Waterloo ,Italy,7.3
Teddy Chan,100,Kung Fu Killer ,China,6.5
Mario Van Peebles,100,Red Sky ,USA,4.1
Stephen Frears,119,Dangerous Liaisons ,USA,7.7
Walter Salles,137,On the Road ,France,6.1
Leonard Nimoy,119,Star Trek IV: The Voyage Home ,USA,7.3
Sylvester Stallone,139,Rocky Balboa ,USA,7.2
Ericson Core,114,Point Break ,USA,5.3
Wes Craven,120,Scream 2 ,USA,6.1
Gavin O'Connor,98,Jane Got a Gun ,USA,5.8
Tim Story,106,Think Like a Man Too ,USA,5.7
Jonathan Lynn,98,The Whole Nine Yards ,USA,6.7
Herbert Ross,107,Footloose ,USA,6.5
Todd Phillips,88,Old School ,USA,7.2
Terry Gilliam,137,The Fisher King ,USA,7.6
Danny Cannon,100,I Still Know What You Did Last Summer ,USA,4.6
Bonnie Hunt,115,Return to Me ,USA,6.9
Kevin Smith,101,Zack and Miri Make a Porno ,USA,6.6
Neil LaBute,110,Nurse Betty ,Germany,6.3
Grant Heslov,94,The Men Who Stare at Goats ,USA,6.2
George Gallo,88,Double Take ,USA,5.3
James Mangold,127,"Girl, Interrupted ",USA,7.3
Robert Luketic,95,Win a Date with Tad Hamilton! ,USA,5.6
Tim Hill,87,Muppets from Space ,USA,6.2
Sidney Lumet,118,The Wiz ,USA,5.2
Brian Robbins,107,Ready to Rumble ,USA,5.3
Ron Shelton,124,Play It to the Bone ,USA,5.4
Douglas McGrath,89,I Don't Know How She Does It ,USA,4.9
Alexandre Aja,88,Piranha 3D ,USA,5.5
Kevin Spacey,118,Beyond the Sea ,USA,6.7
Steve Boyum,93,Meet the Deedles ,USA,3.9
Richard Williams,80,The Princess and the Cobbler ,UK,7.2
Mary McGuckian,120,The Bridge of San Luis Rey ,UK,5.1
George Tillman Jr.,98,Faster ,USA,6.5
Hayao Miyazaki,119,Howl's Moving Castle ,Japan,8.2
Ruben Fleischer,88,Zombieland ,USA,7.7
Peter Jackson,201,King Kong ,New Zealand,7.2
Frank Coraci,90,The Waterboy ,USA,6.1
Irvin Kershner,127,Star Wars: Episode V - The Empire Strikes Back ,USA,8.8
Michael Bay,119,Bad Boys ,USA,6.8
David Zucker,85,The Naked Gun 2½: The Smell of Fear ,USA,6.8
James Wong,98,Final Destination ,USA,6.7
George Clooney,101,The Ides of March ,USA,7.1
David Twohy,112,Pitch Black ,USA,7.1
Tony Goldwyn,97,Someone Like You... ,USA,6.1
Spike Jonze,126,Her ,USA,8.0
Dexter Fletcher,106,Eddie the Eagle ,UK,7.5
John Dahl,97,Joy Ride ,USA,6.6
Jonathan Newman,100,The Adventurer: The Curse of the Midas Box ,UK,5.4
Wayne Wang,114,Anywhere But Here ,USA,6.1
Andy Cadiff,101,Chasing Liberty ,USA,6.1
Michael Dinner,88,The Crew ,USA,5.6
Steven Soderbergh,93,Haywire ,Ireland,5.8
Joseph Sargent,92,Jaws: The Revenge ,USA,2.8
Jerry Zaks,98,Marvin's Room ,USA,6.7
Fred Durst,94,The Longshots ,USA,5.1
Neil Jordan,102,The End of the Affair ,UK,7.2
Simon Wincer,98,Harley Davidson and the Marlboro Man ,USA,6.0
Paul Haggis,121,In the Valley of Elah ,USA,7.2
Anne Fontaine,111,Coco Before Chanel ,France,6.7
Jon Cassar,90,Forsaken ,Canada,6.3
Stephen Frears,100,Chéri ,UK,6.2
"",50,Rogue ,USA,6.8
Mira Nair,141,Vanity Fair ,USA,6.2
Teddy Chan,139,Bodyguards and Assassins ,China,6.9
Mikael Håfström,114,1408 ,USA,6.8
Mel Brooks,96,Spaceballs ,USA,7.1
Russell Crowe,111,The Water Diviner ,Australia,7.1
Jerry Zucker,127,Ghost ,USA,7.0
Bobby Farrelly,107,There's Something About Mary ,USA,7.1
John Pasquin,97,The Santa Clause ,USA,6.4
John Lee Hancock,127,The Rookie ,USA,7.0
Andy Fickman,110,The Game Plan ,USA,6.2
Clint Eastwood,135,The Bridges of Madison County ,USA,7.5
Luke Greenfield,84,The Animal ,USA,4.8
Richard Attenborough,240,Gandhi ,UK,8.1
Lasse Hallström,122,The Hundred-Foot Journey ,USA,7.3
Irwin Winkler,114,The Net ,USA,5.8
Jessie Nelson,132,I Am Sam ,USA,7.6
Christopher Spencer,170,Son of God ,USA,5.6
Len Wiseman,133,Underworld ,UK,7.0
Mikael Håfström,112,Derailed ,USA,6.6
Steven Soderbergh,108,The Informant! ,USA,6.5
Richard Attenborough,115,Shadowlands ,UK,7.4
Mike Bigelow,83,Deuce Bigalow: European Gigolo ,USA,4.6
Ken Scott,105,Delivery Man ,USA,6.4
Paul McGuigan,110,Victor Frankenstein ,USA,6.0
Susanna White,108,Our Kind of Traitor ,UK,6.4
Dennis Dugan,96,Saving Silverman ,USA,5.9
David Bowers,94,Diary of a Wimpy Kid: Dog Days ,USA,6.4
Spike Lee,142,Summer of Sam ,USA,6.6
Kevin Smith,104,Jay and Silent Bob Strike Back ,USA,6.9
Michael Bay,136,The Island ,USA,6.9
Daniel Sackheim,106,The Glass House ,USA,5.8
Ethan Coen,106,"Hail, Caesar! ",UK,6.4
Harry Elfont,98,Josie and the Pussycats ,Canada,5.3
Gary Fleder,100,Homefront ,USA,6.5
Uli Edel,95,The Little Vampire ,Germany,5.7
David O. Russell,107,I Heart Huckabees ,USA,6.7
Fred Dekker,104,RoboCop 3 ,USA,3.9
Brian Trenchard-Smith,104,Megiddo: The Omega Code 2 ,USA,4.1
Blake Edwards,143,Darling Lili ,USA,6.2
Hugh Wilson,77,Dudley Do-Right ,USA,3.8
Camille Delamarre,96,The Transporter Refueled ,France,5.1
Laurence Dunmore,114,The Libertine ,UK,6.4
Paul Verhoeven,145,Black Book ,Netherlands,7.8
Christian Carion,116,Joyeux Noel ,France,7.8
David Palmer,100,Hit and Run ,USA,6.1
Callie Khouri,104,Mad Money ,USA,5.8
Rowan Joffe,92,Before I Go to Sleep ,UK,6.3
William Friedkin,92,Sorcerer ,USA,7.7
John Curran,105,Stone ,USA,5.4
Laurent Tirard,120,Molière ,France,7.3
Scott Cooper,116,Out of the Furnace ,USA,6.8
Tony Gilroy,119,Michael Clayton ,USA,7.3
Peter Segal,101,My Fellow Americans ,USA,6.5
Mark Pellington,117,Arlington Road ,USA,7.2
Juan José Campanella,106,Underdogs ,Spain,6.7
Woody Allen,112,To Rome with Love ,USA,6.3
Clint Eastwood,136,Firefox ,USA,5.9
Trey Parker,81,South Park: Bigger Longer & Uncut ,USA,7.8
Frank Oz,87,Death at a Funeral ,USA,7.4
Stuart Gillard,96,Teenage Mutant Ninja Turtles III ,USA,4.8
Brian Robbins,106,Hardball ,USA,6.3
David O. Russell,122,Silver Linings Playbook ,USA,7.8
Richard LaGravenese,123,Freedom Writers ,Germany,7.5
Tyler Perry,133,For Colored Girls ,USA,6.0
Louis Leterrier,92,The Transporter ,France,6.8
Jeff Wadlow,110,Never Back Down ,USA,6.6
Katt Shea,104,The Rage: Carrie 2 ,USA,4.6
"",60,The Bachelor ,USA,2.9
Sam Mendes,98,Away We Go ,USA,7.1
Joshua Michael Stern,120,Swing Vote ,USA,6.1
Brad Silberling,112,Moonlight Mile ,USA,6.7
Tomas Alfredson,127,Tinker Tailor Soldier Spy ,France,7.1
John Duigan,102,Molly ,USA,5.8
Jodie Foster,91,The Beaver ,USA,6.7
Colin Higgins,114,The Best Little Whorehouse in Texas ,USA,5.8
David Cronenberg,115,eXistenZ ,Canada,6.8
Steven Spielberg,115,Raiders of the Lost Ark ,USA,8.5
Chris Columbus,120,Home Alone 2: Lost in New York ,USA,6.6
Steven Spielberg,135,Close Encounters of the Third Kind ,USA,7.7
Jim Sonzero,90,Pulse ,USA,4.7
Tony Scott,100,Beverly Hills Cop II ,USA,6.4
Adam Shankman,105,Bringing Down the House ,USA,5.5
Jonathan Demme,138,The Silence of the Lambs ,USA,8.6
Penelope Spheeris,94,Wayne's World ,USA,7.0
Jeff Tremaine,101,Jackass 3D ,USA,7.1
Jeannot Szwarc,131,Jaws 2 ,USA,5.7
Raja Gosnell,91,Beverly Hills Chihuahua ,USA,3.7
James Wan,112,The Conjuring ,USA,7.5
Brian Levant,95,Are We There Yet? ,USA,4.6
Ben Falcone,100,Tammy ,USA,4.9
D.J. Caruso,105,Disturbia ,USA,6.9
Richard Linklater,108,School of Rock ,USA,7.1
Paul W.S. Anderson,101,Mortal Kombat ,USA,5.8
Paul McGuigan,114,Wicker Park ,USA,7.0
Keenen Ivory Wayans,109,White Chicks ,USA,5.4
Alexander Payne,115,The Descendants ,USA,7.3
Andrew Davis,117,Holes ,USA,7.1
Julie Anne Robinson,107,The Last Song ,USA,5.8
Steve McQueen,134,12 Years a Slave ,USA,8.1
Charles Stone III,118,Drumline ,USA,5.7
Tyler Perry,121,Why Did I Get Married Too? ,USA,4.4
Tim Burton,105,Edward Scissorhands ,USA,7.9
Thea Sharrock,110,Me Before You ,UK,7.6
Tyler Perry,114,Madea's Witness Protection ,USA,4.8
William Friedkin,104,The French Connection ,USA,7.8
